Type,Days_for_shipping_real,Days_for_shipment_scheduled,Benefit_per_order,Sales_per_customer,Delivery_Status,Late_delivery_risk,Category_Id,Category_Name,Customer_City,Customer_Country,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode,Department_Id,Department_Name,Latitude,Longitude,Market,Order_City,Order_Country,Order_Customer_Id,order_date_DateOrders,Order_Id,Order_Item_Cardprod_Id,Order_Item_Discount,Order_Item_Discount_Rate,Order_Item_Id,Order_Item_Product_Price,Order_Item_Profit_Ratio,Order_Item_Quantity,Sales,Order_Item_Total,Order_Profit_Per_Order,Order_Region,Order_State,Order_Status,Order_Zipcode,Product_Card_Id,Product_Category_Id,Product_Description,Product_Image,Product_Name,Product_Price,Product_Status,shipping_date_DateOrders,Shipping_Mode
PAYMENT,4,4,12.239999771118164,135.97000122070313,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Shawn,9243,Gross,XXXXXXXXX,Home Office,PR,1098 Fallen By-pass,725,5,Golf,18.267295837402344,-66.370537,LATAM,Santo Domingo,República Dominicana,9243,2015-05-16 17:09:00.0000000,9298,627,23.989999771118164,0.15000000596046448,23198,39.990001678466797,9.0000003576278687E-2,4,159.96000671386719,135.97000122070313,12.239999771118164,Caribbean,Santo Domingo,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.990001678466797,0,2015-05-20 17:09:00.0000000,Standard Class
CASH,4,2,23.040000915527344,144,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,4182,Contreras,XXXXXXXXX,Corporate,PR,6933 Honey Turnabout,725,5,Golf,18.254121780395508,-66.37059,LATAM,Guanajuato,México,4182,2017-03-07 06:14:00.0000000,54548,502,6,3.9999999105930328E-2,136430,50,0.15999999642372131,3,150,144,23.040000915527344,Central America,Guanajuato,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2017-03-11 06:14:00.0000000,Second Class
PAYMENT,4,4,49.580001831054688,260.95999145507813,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Jonathan,11132,Washington,XXXXXXXXX,Home Office,PR,5346 Blue Anchor Dale,725,4,Apparel,18.211822509765625,-66.370514,LATAM,Torreón,México,11132,2017-04-20 03:01:00.0000000,57553,365,38.990001678466797,0.12999999523162842,143978,59.990001678466797,0.18999999761581421,5,299.95001220703125,260.95999145507813,49.580001831054688,Central America,Coahuila,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2017-04-24 03:01:00.0000000,Standard Class
PAYMENT,2,4,75.580001831054688,167.96000671386719,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,5486,Smith,XXXXXXXXX,Home Office,PR,4896 Honey Wood,725,5,Golf,18.224967956542969,-66.370544,Pacific Asia,Cairns,Australia,5486,2016-03-04 10:36:00.0000000,29351,627,31.989999771118164,0.15999999642372131,73431,39.990001678466797,0.44999998807907104,5,199.94999694824219,167.96000671386719,75.580001831054688,Oceania,Queensland,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.990001678466797,0,2016-03-06 10:36:00.0000000,Standard Class
TRANSFER,2,1,1.7599999904632568,80,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Crystal,685,Smith,XXXXXXXXX,Home Office,PR,2513 Sleepy Log Grounds,725,5,Golf,18.227573394775391,-66.045631,LATAM,Quetzaltenango,Guatemala,685,2015-05-21 05:24:00.0000000,9607,502,20,0.20000000298023224,24007,50,1.9999999552965164E-2,2,100,80,1.7599999904632568,Central America,Quezaltenango,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2015-05-23 05:24:00.0000000,First Class
TRANSFER,2,1,40.950000762939453,136.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,921,Smith,XXXXXXXXX,Home Office,PR,6471 Umber Pathway,725,5,Golf,18.247579574584961,-66.025452,Europe,Barcelona,España,921,2015-07-30 17:34:00.0000000,14437,502,13.5,9.0000003576278687E-2,36111,50,0.30000001192092896,3,150,136.5,40.950000762939453,Southern Europe,Cataluña,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2015-08-01 17:34:00.0000000,First Class
TRANSFER,2,1,69.709999084472656,248.97999572753906,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Kenneth,6820,Smith,XXXXXXXXX,Home Office,PR,4010 Stony Mountain Wood,725,3,Footwear,18.243783950805664,-66.370636,LATAM,San Martín,El Salvador,6820,2015-03-06 19:52:00.0000000,4442,191,50.990001678466797,0.17000000178813934,11118,99.989997863769531,0.2800000011920929,3,299.97000122070313,248.97999572753906,69.709999084472656,Central America,Cuscatlán,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.989997863769531,0,2015-03-08 19:52:00.0000000,First Class
CASH,4,2,-168.05000305175781,489.95001220703125,Late delivery,1,9,Cardio Equipment,Milwaukee,EE. UU.,Kimberly,3112,Marsh,XXXXXXXXX,Consumer,WI,2423 Tawny Rabbit Trace,53209,3,Footwear,43.118759155273438,-87.950813,Pacific Asia,Auckland,Nueva Zelanda,3112,2016-03-30 03:55:00.0000000,31113,191,10,1.9999999552965164E-2,77750,99.989997863769531,-0.34000000357627869,5,499.95001220703125,489.95001220703125,-168.05000305175781,Oceania,Auckland,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.989997863769531,0,2016-04-03 03:55:00.0000000,Second Class
TRANSFER,2,1,88.129997253417969,187.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,7955,Rios,XXXXXXXXX,Home Office,PR,9505 Broad Timber Highlands,725,5,Golf,18.288713455200195,-66.370506,Europe,Genoa,Italia,7955,2017-07-05 00:07:00.0000000,62751,502,62.5,0.25,156882,50,0.4699999988079071,5,250,187.5,88.129997253417969,Southern Europe,Liguria,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2017-07-07 00:07:00.0000000,First Class
TRANSFER,6,4,-88.19000244140625,293.95001220703125,Late delivery,1,17,Cleats,Lodi,EE. UU.,Christina,9162,Carter,XXXXXXXXX,Corporate,CA,3901 Iron Parade,95240,4,Apparel,38.116024017333984,-121.36372,LATAM,Chimaltenango,Guatemala,9162,2015-05-04 15:04:00.0000000,8470,365,6,1.9999999552965164E-2,21146,59.990001678466797,-0.30000001192092896,5,299.95001220703125,293.95001220703125,-88.19000244140625,Central America,Chimaltenango,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2015-05-10 15:04:00.0000000,Standard Class
DEBIT,3,4,-23.469999313354492,143.96000671386719,Advance shipping,0,29,Shop By Sport,Aurora,EE. UU.,Mary,3832,Carey,XXXXXXXXX,Corporate,IL,7291 Shady Nectar Cape,60506,5,Golf,39.709320068359375,-104.81458,Europe,Roubaix,Francia,3832,2017-08-15 23:42:00.0000000,65627,627,16,0.10000000149011612,164011,39.990001678466797,-0.15999999642372131,4,159.96000671386719,143.96000671386719,-23.469999313354492,Western Europe,Norte-Paso de Calais-Picardía,ON_HOLD,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.990001678466797,0,2017-08-18 23:42:00.0000000,Standard Class
DEBIT,4,4,76.779998779296875,213.27999877929688,Shipping on time,0,12,Boxing & MMA,Elmhurst,EE. UU.,Mary,3326,Smith,XXXXXXXXX,Corporate,IL,1269 Tawny Key,60126,3,Footwear,41.904102325439453,-87.937843,LATAM,San Pedro Sula,Honduras,3326,2015-05-23 06:48:00.0000000,9748,249,6.5999999046325684,2.9999999329447746E-2,24346,54.970001220703125,0.36000001430511475,4,219.8800048828125,213.27999877929688,76.779998779296875,Central America,Cortés,COMPLETE,,249,12,,http://images.acmesports.sports/Under+Armour+Women%27s+Micro+G+Skulpt+Running+Shoe,Under Armour Women's Micro G Skulpt Running S,54.970001220703125,0,2015-05-27 06:48:00.0000000,Standard Class
TRANSFER,2,4,65,250,Advance shipping,0,24,Women's Apparel,Salinas,EE. UU.,Mary,10122,Watson,XXXXXXXXX,Consumer,CA,8231 Lost Cape,93905,5,Golf,36.683441162109375,-121.61289,Europe,Estocolmo,Suecia,10122,2017-09-16 20:51:00.0000000,67811,502,0,0,169534,50,0.25999999046325684,5,250,250,65,Northern Europe,Estocolmo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2017-09-18 20:51:00.0000000,Standard Class
CASH,2,1,2.9700000286102295,296.97000122070313,Late delivery,1,9,Cardio Equipment,Joliet,EE. UU.,Mary,6568,Wilson,XXXXXXXXX,Consumer,IL,7489 Silent Beach,60435,3,Footwear,41.529399871826172,-88.137604,Pacific Asia,Qitaihe,China,6568,2016-03-14 05:41:00.0000000,30022,191,3,9.9999997764825821E-3,75061,99.989997863769531,9.9999997764825821E-3,3,299.97000122070313,296.97000122070313,2.9700000286102295,Eastern Asia,Heilongjiang,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.989997863769531,0,2016-03-16 05:41:00.0000000,First Class
DEBIT,2,4,-11.010000228881836,174.69000244140625,Advance shipping,0,37,Electronics,Brooklyn,EE. UU.,Joshua,5685,Smith,XXXXXXXXX,Corporate,NY,1674 Amber Loop,11218,6,Outdoors,40.632328033447266,-73.94207,LATAM,Tegucigalpa,Honduras,5685,2015-03-27 06:00:00.0000000,5841,821,33.270000457763672,0.15999999642372131,14539,51.990001678466797,-5.9999998658895493E-2,4,207.96000671386719,174.69000244140625,-11.010000228881836,Central America,Francisco Morazán,COMPLETE,,821,37,,http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1 High Numbers Personalized Gol,51.990001678466797,0,2015-03-29 06:00:00.0000000,Standard Class
CASH,2,1,70.639999389648438,153.55999755859375,Late delivery,1,29,Shop By Sport,Canton,EE. UU.,Mary,4892,Nichols,XXXXXXXXX,Consumer,MI,5847 Middle Bend,48187,5,Golf,42.324359893798828,-83.488098,USCA,New York City,Estados Unidos,4892,2016-06-29 19:01:00.0000000,37390,627,6.4000000953674316,3.9999999105930328E-2,93330,39.990001678466797,0.46000000834465027,4,159.96000671386719,153.55999755859375,70.639999389648438,East of USA,Nueva York,CLOSED,10035,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.990001678466797,0,2016-07-01 19:01:00.0000000,First Class
CASH,2,1,-265.67999267578125,98.400001525878906,Late delivery,1,29,Shop By Sport,Hendersonville,EE. UU.,Charles,6269,Phelps,XXXXXXXXX,Consumer,TN,62 Velvet Apple Dell,37075,5,Golf,36.308380126953125,-86.628326,USCA,San Francisco,Estados Unidos,6269,2016-05-30 19:46:00.0000000,35337,642,21.600000381469727,0.18000000715255737,88270,30,-2.7000000476837158,4,120,98.400001525878906,-265.67999267578125,West of USA ,California,CLOSED,94110,642,29,,http://images.acmesports.sports/Columbia+Men%27s+PFG+Anchor+Tough+T-Shirt,Columbia Men's PFG Anchor Tough T-Shirt,30,0,2016-06-01 19:46:00.0000000,First Class
CASH,2,1,-315.1300048828125,472.45001220703125,Late delivery,1,9,Cardio Equipment,Salinas,EE. UU.,Mary,10122,Watson,XXXXXXXXX,Consumer,CA,8231 Lost Cape,93905,3,Footwear,36.683441162109375,-121.61289,Europe,Rybinsk,Rusia,10122,2016-08-25 20:31:00.0000000,41299,191,27.5,5.9999998658895493E-2,103100,99.989997863769531,-0.67000001668930054,5,499.95001220703125,472.45001220703125,-315.1300048828125,Eastern Europe,Yaroslavl,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.989997863769531,0,2016-08-27 20:31:00.0000000,First Class
PAYMENT,2,1,-244.1300048828125,139.5,Late delivery,1,24,Women's Apparel,Hendersonville,EE. UU.,Mary,11238,Casey,XXXXXXXXX,Consumer,TN,1533 Clear Nectar Concession,37075,5,Golf,36.292427062988281,-86.616829,Pacific Asia,Kota,India,11238,2015-11-15 08:39:00.0000000,21810,502,10.5,7.0000000298023224E-2,54546,50,-1.75,3,150,139.5,-244.1300048828125,South Asia,Rajastán,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2015-11-17 08:39:00.0000000,First Class
DEBIT,5,4,146.99000549316406,293.98001098632813,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Mary,12039,Wilson,XXXXXXXXX,Consumer,PR,9440 Silent Heath,725,7,Fan Shop,18.268512725830078,-66.370575,Europe,Apeldoorn,Países Bajos,12039,2017-08-22 12:18:00.0000000,66074,957,6,1.9999999552965164E-2,165146,299.98001098632813,0.5,1,299.98001098632813,293.98001098632813,146.99000549316406,Western Europe,Güeldres,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.98001098632813,0,2017-08-27 12:18:00.0000000,Standard Class
PAYMENT,2,1,19.620000839233398,104.37000274658203,Late delivery,1,29,Shop By Sport,New York,EE. UU.,Robert,1489,Smith,XXXXXXXXX,Consumer,NY,9437 Middle Beacon Place,10003,5,Golf,40.731243133544922,-73.988808,Africa,Quelimane,Mozambique,1489,2016-12-17 17:12:00.0000000,49099,627,15.600000381469727,0.12999999523162842,122765,39.990001678466797,0.18999999761581421,3,119.97000122070313,104.37000274658203,19.620000839233398,East Africa,Zambezia,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.990001678466797,0,2016-12-19 17:12:00.0000000,First Class
TRANSFER,4,4,43.729999542236328,124.94999694824219,Shipping on time,0,40,Accessories,Compton,EE. UU.,Joan,6283,Case,XXXXXXXXX,Consumer,CA,8627 Sunny Grounds,90221,6,Outdoors,33.959468841552734,-118.24732,USCA,Raleigh,Estados Unidos,6283,2016-05-19 17:51:00.0000000,34578,885,0,0,86357,24.989999771118164,0.34999999403953552,5,124.94999694824219,124.94999694824219,43.729999542236328,South of  USA ,Carolina del Norte,PROCESSING,27604,885,40,,http://images.acmesports.sports/Team+Golf+St.+Louis+Cardinals+Putter+Grip,Team Golf St. Louis Cardinals Putter Grip,24.989999771118164,0,2016-05-23 17:51:00.0000000,Standard Class
TRANSFER,5,4,71.129997253417969,195.94999694824219,Shipping canceled,0,29,Shop By Sport,Fort Washington,EE. UU.,Julie,1636,Petersen,XXXXXXXXX,Consumer,MD,9375 Harvest Circuit,20744,5,Golf,38.742664337158203,-76.991798,USCA,Gilbert,Estados Unidos,1636,2016-04-02 19:51:00.0000000,31364,627,4,1.9999999552965164E-2,78397,39.990001678466797,0.36000001430511475,5,199.94999694824219,195.94999694824219,71.129997253417969,West of USA ,Arizona,SUSPECTED_FRAUD,85234,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.990001678466797,0,2016-04-07 19:51:00.0000000,Standard Class
CASH,4,2,63.110000610351563,239.97999572753906,Late delivery,1,9,Cardio Equipment,Jamaica,EE. UU.,John,10825,Burns,XXXXXXXXX,Consumer,NY,9030 Clear Glade,11435,3,Footwear,40.701999664306641,-73.80497,LATAM,Pirapora,Brasil,10825,2015-05-28 02:25:00.0000000,10078,191,59.990001678466797,0.20000000298023224,25168,99.989997863769531,0.25999999046325684,3,299.97000122070313,239.97999572753906,63.110000610351563,South America,Minas Gerais,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.989997863769531,0,2015-06-01 02:25:00.0000000,Second Class
DEBIT,4,4,-43.569999694824219,248.97999572753906,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,4307,Mora,XXXXXXXXX,Consumer,PR,5263 Hidden Bay,725,7,Fan Shop,18.202896118164063,-66.370628,Europe,Kiel,Alemania,4307,2015-07-20 17:56:00.0000000,13753,957,51,0.17000000178813934,34439,299.98001098632813,-0.18000000715255737,1,299.98001098632813,248.97999572753906,-43.569999694824219,Western Europe,Schleswig-Holstein,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.98001098632813,0,2015-07-24 17:56:00.0000000,Standard Class
CASH,5,2,24.569999694824219,54.590000152587891,Late delivery,1,17,Cleats,Columbus,EE. UU.,Mary,10043,Smith,XXXXXXXXX,Consumer,OH,1396 Pleasant Barn Beach,43230,4,Apparel,40.023075103759766,-82.87326,Africa,Tangier,Marruecos,10043,2016-08-29 06:51:00.0000000,41534,365,5.4000000953674316,9.0000003576278687E-2,103673,59.990001678466797,0.44999998807907104,1,59.990001678466797,54.590000152587891,24.569999694824219,North Africa,Tánger-Tetuán,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2016-09-03 06:51:00.0000000,Second Class
TRANSFER,4,4,0,194,Shipping on time,0,24,Women's Apparel,Dearborn,EE. UU.,Brittany,11350,Lynch,XXXXXXXXX,Consumer,MI,4534 Shady Alley,48126,5,Golf,42.314483642578125,-83.199982,Pacific Asia,Bendigo,Australia,11350,2015-11-13 01:39:00.0000000,21653,502,6,2.9999999329447746E-2,54138,50,0,4,200,194,0,Oceania,Victoria,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2015-11-17 01:39:00.0000000,Standard Class
TRANSFER,2,4,18,180,Advance shipping,0,24,Women's Apparel,Antioch,EE. UU.,Mary,11221,Pittman,XXXXXXXXX,Consumer,TN,4089 Iron Cloud Passage,37013,5,Golf,36.062767028808594,-86.6772,Pacific Asia,Binzhou,China,11221,2016-01-02 00:53:00.0000000,25076,502,20,0.10000000149011612,62842,50,0.10000000149011612,4,200,180,18,Eastern Asia,Shandong,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2016-01-04 00:53:00.0000000,Standard Class
DEBIT,1,0,-4.320000171661377,23.629999160766602,Late delivery,1,7,Hockey,Spring Valley,EE. UU.,Christine,6660,Smith,XXXXXXXXX,Home Office,CA,5717 Shady Vista,91977,2,Fitness,32.714694976806641,-117.00362,USCA,Seattle,Estados Unidos,6660,2016-05-03 23:50:00.0000000,33499,134,1.3799999952316284,5.9999998658895493E-2,83627,25,-0.18000000715255737,1,25,23.629999160766602,-4.320000171661377,West of USA ,Washington,ON_HOLD,98103,134,7,,http://images.acmesports.sports/Nike+Women%27s+Legend+V-Neck+T-Shirt,Nike Women's Legend V-Neck T-Shirt,25,0,2016-05-04 11:50:00.0000000,Same Day
DEBIT,6,4,32.669998168945313,296.97000122070313,Late delivery,1,9,Cardio Equipment,Miami,EE. UU.,Mary,1205,Powell,XXXXXXXXX,Corporate,FL,9299 Quiet Pioneer Forest,33126,3,Footwear,25.860284805297852,-80.197342,Europe,Bayonne,Francia,1205,2017-09-20 22:36:00.0000000,68090,191,3,9.9999997764825821E-3,170239,99.989997863769531,0.10999999940395355,3,299.97000122070313,296.97000122070313,32.669998168945313,Western Europe,Aquitania-Lemosín-Poitou-Charentes,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.989997863769531,0,2017-09-26 22:36:00.0000000,Standard Class
DEBIT,5,4,35.430000305175781,101.23000335693359,Late delivery,1,13,Electronics,Amarillo,EE. UU.,Jerry,4913,Smith,XXXXXXXXX,Corporate,TX,4715 Lazy Oak Centre,79109,3,Footwear,35.187541961669922,-101.86762,Pacific Asia,Manila,Filipinas,4913,2015-12-04 04:15:00.0000000,23099,278,33.740001678466797,0.25,57830,44.990001678466797,0.34999999403953552,3,134.97000122070313,101.23000335693359,35.430000305175781,Southeast Asia,Capital Nacional,COMPLETE,,278,13,,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.990001678466797,0,2015-12-09 04:15:00.0000000,Standard Class
DEBIT,5,4,82.930000305175781,172.77000427246094,Late delivery,1,17,Cleats,Canton,EE. UU.,Mary,791,Smith,XXXXXXXXX,Corporate,MI,6950 Honey Line,48187,4,Apparel,38.618026733398438,-121.34545,Pacific Asia,Seremban,Malasia,791,2016-02-22 11:09:00.0000000,28599,365,7.1999998092651367,3.9999999105930328E-2,71580,59.990001678466797,0.47999998927116394,3,179.97000122070313,172.77000427246094,82.930000305175781,Southeast Asia,Negeri Sembilan,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2016-02-27 11:09:00.0000000,Standard Class
DEBIT,5,4,10.319999694824219,163.77000427246094,Late delivery,1,17,Cleats,Amarillo,EE. UU.,Jerry,4913,Smith,XXXXXXXXX,Corporate,TX,4715 Lazy Oak Centre,79109,4,Apparel,35.187541961669922,-101.86762,Pacific Asia,Manila,Filipinas,4913,2015-12-04 04:15:00.0000000,23099,365,16.200000762939453,9.0000003576278687E-2,57829,59.990001678466797,5.9999998658895493E-2,3,179.97000122070313,163.77000427246094,10.319999694824219,Southeast Asia,Capital Nacional,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2015-12-09 04:15:00.0000000,Standard Class
CASH,2,2,90.139999389648438,287.98001098632813,Shipping on time,0,43,Camping & Hiking,Dundalk,EE. UU.,Amber,11993,Smith,XXXXXXXXX,Corporate,MD,6608 Easy Barn Falls,21222,7,Fan Shop,39.277561187744141,-76.533531,LATAM,Managua,Nicaragua,11993,2017-03-17 10:47:00.0000000,55246,957,12,3.9999999105930328E-2,138166,299.98001098632813,0.31000000238418579,1,299.98001098632813,287.98001098632813,90.139999389648438,Central America,Managua,CLOSED,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.98001098632813,0,2017-03-19 10:47:00.0000000,Second Class
CASH,5,2,55.349998474121094,245.97999572753906,Late delivery,1,43,Camping & Hiking,Detroit,EE. UU.,Mary,9971,Smith,XXXXXXXXX,Corporate,MI,37 Lost Terrace,48238,7,Fan Shop,42.391101837158203,-83.131218,Pacific Asia,Brisbane,Australia,9971,2015-11-11 18:28:00.0000000,21564,957,54,0.18000000715255737,53911,299.98001098632813,0.23000000417232513,1,299.98001098632813,245.97999572753906,55.349998474121094,Oceania,Queensland,CLOSED,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.98001098632813,0,2015-11-16 18:28:00.0000000,Second Class
CASH,2,2,116.22000122070313,237.19000244140625,Shipping on time,0,71,Music,Brooklyn,EE. UU.,McKenzie,18994,Haynes,XXXXXXXXX,Corporate,NY,2541 Merry Fawn Via,11238,9,Discs Shop,40.677719116210938,-73.96312,Pacific Asia,Surabaya,Indonesia,18994,2018-01-06 05:59:00.0000000,75441,1358,23.459999084472656,9.0000003576278687E-2,178756,260.64999389648438,0.49000000953674316,1,260.64999389648438,237.19000244140625,116.22000122070313,Southeast Asia,Java Oriental,CLOSED,,1358,71,,http://images.acmesports.sports/Rock+music,Rock music,260.64999389648438,0,2018-01-08 05:59:00.0000000,Second Class
DEBIT,3,4,-19.209999084472656,169.97999572753906,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,Mary,10036,Smith,XXXXXXXXX,Consumer,PR,3345 Heather Inlet,725,3,Footwear,18.267606735229492,-66.37059,USCA,Los Angeles,Estados Unidos,10036,2016-08-14 08:48:00.0000000,40512,191,30,0.15000000596046448,101092,99.989997863769531,-0.10999999940395355,2,199.97999572753906,169.97999572753906,-19.209999084472656,West of USA ,California,COMPLETE,90049,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.989997863769531,0,2016-08-17 08:48:00.0000000,Standard Class
DEBIT,4,4,-201.57000732421875,115.18000030517578,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Mary,10150,Vasquez,XXXXXXXXX,Consumer,PR,3948 Tawny Crest,725,4,Apparel,18.244625091552734,-66.370567,USCA,New York City,Estados Unidos,10150,2016-04-10 04:25:00.0000000,31868,365,4.8000001907348633,3.9999999105930328E-2,79641,59.990001678466797,-1.75,2,119.98000335693359,115.18000030517578,-201.57000732421875,East of USA,Nueva York,COMPLETE,10024,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2016-04-14 04:25:00.0000000,Standard Class
DEBIT,3,4,35.099998474121094,135,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,9533,Hess,XXXXXXXXX,Consumer,PR,6639 Clear Fawn Grounds,725,5,Golf,18.216886520385742,-66.37056,Africa,Durban,SudAfrica,9533,2016-10-04 11:00:00.0000000,44012,502,15,0.10000000149011612,109927,50,0.25999999046325684,3,150,135,35.099998474121094,Southern Africa,KwaZulu-Natal,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2016-10-07 11:00:00.0000000,Standard Class
CASH,3,4,56.159999847412109,116.98999786376953,Advance shipping,0,18,Men's Footwear,Stone Mountain,EE. UU.,Mary,9052,Odom,XXXXXXXXX,Corporate,GA,5480 Emerald Branch Trace,30083,4,Apparel,33.842388153076172,-84.140984,Europe,Birmingham,Reino Unido,9052,2015-08-12 19:07:00.0000000,15332,403,13,0.10000000149011612,38341,129.99000549316406,0.47999998927116394,1,129.99000549316406,116.98999786376953,56.159999847412109,Northern Europe,Inglaterra,CLOSED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99000549316406,0,2015-08-15 19:07:00.0000000,Standard Class
